time_ms,curve_1,curve_2,curve_3,curve_4,curve_5,curve_6,curve_7,curve_8,curve_9,curve_10
956,-321.0663358907367,-590.515984912393,-471.76115302491223,-353.8454171296005,-718.4860437170723,-374.9255560912875,-537.2686100006498,-284.89750753798984,-261.8986821825831,-323.7800140016072
957,-317.71757970764213,-589.802817627662,-474.00082113917387,-354.9568111052598,-720.080119760758,-374.1966145664509,-539.6272801710544,-279.30366386208976,-259.8290490872655,-323.07117525357984
958,-314.2603681225267,-588.6777625695858,-476.6550337822965,-355.5723688771939,-719.0421495003611,-372.7855258905026,-540.7685957584687,-272.90283058222394,-256.20056495216,-322.5055634160906
959,-309.92033903620575,-588.1394528810667,-479.6661436657102,-356.9272056878085,-716.918427231349,-372.2306296641581,-541.849281581995,-266.6704276909414,-252.80211644528845,-321.8283108101947
960,-306.84778959730954,-587.9579736596156,-481.78149368513573,-357.346379710707,-714.5076951331058,-372.34355641477356,-542.7281587878714,-260.6425664041045,-248.8490457114831,-320.48943912818174
961,-305.0425813332995,-586.7297091694406,-483.96127437020664,-357.81874487408027,-712.3283871616802,-371.76940250514343,-544.6394915272308,-254.14114784176968,-246.70908429320752,-318.6494088714937
962,-303.1519755799899,-585.2756832214895,-485.33788265156215,-356.9166060539959,-710.0106016498381,-371.54735636128515,-544.7976157737145,-247.1063506198705,-246.1990766632617,-315.9382148550743
963,-302.0877139539068,-584.9770974696536,-485.92830161151073,-357.44066554490496,-707.4791404739533,-370.87635574279875,-544.9178847806977,-240.65484327851902,-244.62677884865502,-314.01485192071686
964,-301.0276965768211,-584.9228581003085,-488.2830816908742,-358.3412712706335,-705.7716038513744,-371.48233709181727,-544.9231296812371,-234.98127708316326,-242.30354093337561,-312.2205342119151
965,-299.5596848985026,-585.892803551466,-487.3095811383315,-358.80911095265253,-704.1943162413113,-372.51633561356215,-545.2471084004393,-230.21636848014748,-239.26110884104384,-310.753950357272
966,-298.38872238354213,-586.5720195166234,-484.85461172270243,-357.7942732623865,-702.0640630810235,-373.58616916709957,-544.7911710734959,-226.1182924984807,-238.3539924577857,-310.34599014927545
967,-296.4502747490585,-587.539814119451,-482.4769017246243,-354.88188589790036,-700.0386852917201,-375.05413130505406,-545.4632193004754,-222.73396983384615,-236.7079067307317,-311.6048986560878
968,-295.4752631585474,-589.8258469719976,-479.45483779835195,-352.45267239654106,-699.2312961426701,-377.28880146944033,-546.4634200930286,-219.14296110400747,-236.07133770594936,-311.9463052947869
969,-296.2662121561696,-591.7847472285325,-477.6074804356573,-349.5301805246212,-698.8704174415426,-379.4309566725167,-547.2641072030141,-215.6307578374845,-235.2243674230105,-313.3923372722025
970,-295.4053970419128,-593.363632893203,-475.51092334722216,-346.3513482301318,-698.5731223590428,-381.5524510174594,-547.0662835655183,-213.87003633080906,-236.89836637333025,-314.6742414770042
971,-295.65611299675356,-594.9877932219133,-470.7444810471844,-343.39618396054175,-698.5749955570311,-383.517714475581,-546.9483288973373,-213.22957745956737,-238.02576135285673,-315.5994215168574
972,-296.15940870607824,-596.6381372864121,-467.4544418115679,-341.1476080249486,-698.7869496578677,-384.9329628637428,-547.5555244583518,-213.565108671509,-239.9608718231326,-317.68284076823966
973,-295.7151370705986,-598.1242140609181,-464.9470420918997,-338.7383429670929,-699.6671981933363,-385.9822373355135,-546.8198657427912,-212.9174917172741,-242.87345150425608,-319.5297806884526
974,-296.47917447490937,-599.4037876109545,-462.0544722721208,-336.8934367100704,-699.9420300509953,-386.670595474008,-545.7868937662208,-210.96646478590432,-244.7113669830169,-322.7227386416542
975,-296.5504073966833,-599.5114106999035,-459.3979652239735,-334.893811886714,-701.0065500523285,-386.6494833902454,-544.2472507394272,-209.7328734179732,-246.57009885390121,-326.10741101950924
976,-297.22294616516916,-600.2147976561694,-455.32181273493126,-332.90915484031785,-700.3962134934008,-386.1826558928378,-543.1425809236837,-209.60381077235928,-248.83800236850857,-328.19040198752714
977,-297.91369709384924,-600.3555742250048,-452.1852845492865,-329.77458029427817,-698.9023603373074,-385.55933982628125,-544.0842974342933,-208.20130137216404,-251.1623847871126,-331.8029723438285
978,-298.948559934128,-600.8757925679374,-448.94261486376683,-327.17083385277107,-698.2426110304949,-384.03758468800476,-543.480178231071,-207.1153406162623,-252.36918849209803,-334.1990500707553
979,-299.97254643134755,-599.4135738304545,-446.74405835796756,-325.1649428534711,-698.4913374777818,-382.06842328429235,-543.2293639646211,-207.02446961754706,-255.0337448566363,-337.79430873494516
980,-301.32901141388624,-597.2279781970939,-443.11403238128264,-324.1352125835112,-699.1532778785618,-381.00512218369573,-543.7662164765817,-208.31894492880673,-256.8892025516477,-341.3518756821058
981,-301.71409136270154,-592.7203655045654,-439.4437111575944,-323.2480782410836,-700.014288000662,-379.5822515938503,-544.0734794989256,-208.91493106358135,-259.6478853828953,-345.58655140896076
982,-302.28907736970064,-588.7646637011273,-437.91636999535507,-321.9364916177963,-700.7963126874008,-377.15792258515825,-544.0407637560845,-208.60203964020786,-262.3574359271001,-350.15102490918525
983,-302.3701739725074,-584.4533914391728,-436.79176340091186,-322.1548857872241,-701.7660096993126,-375.3103119916104,-543.9621112007638,-207.69276656704804,-264.9364132315593,-353.9464523898063
984,-303.3232940166629,-580.5458197870549,-436.8246903871326,-323.3010916743407,-703.0675052848275,-373.11687002796606,-542.7991096728066,-207.02627697368615,-268.2398327071586,-357.3128657321333
985,-304.1533841791922,-577.3048451322201,-437.3192870410093,-325.2515242516895,-702.733805191989,-372.2319120480515,-541.2926374989728,-206.1994325877146,-271.2916520069084,-359.95616002208794
986,-305.36193419565416,-574.2954675389548,-439.1192343347486,-327.8808246528473,-702.9075900510186,-370.5996019930125,-540.279858953972,-204.24791803247862,-274.42633594896756,-362.93632456813884
987,-306.01349982859557,-572.003246756324,-441.9033201295035,-329.89088527384524,-703.2947464706043,-370.2295626345326,-539.0612509503771,-202.8389581364093,-276.59291305775344,-366.0706936932526
988,-307.0148043761782,-570.3717113015116,-445.4914042031673,-332.00889418327364,-702.7065351759953,-369.8609627378739,-536.5645028397996,-201.5798124853693,-279.4930870129521,-367.2274754678763
989,-307.3887662054677,-567.7223875680415,-450.01033837472437,-335.19003793374964,-702.5931268505293,-369.7323066623205,-535.6818683561296,-201.11253732673288,-282.97650398829757,-367.34611759604246
990,-309.1475417166566,-566.0375396724033,-454.48191077127694,-338.08401893240074,-703.4276185851484,-369.94705802002454,-534.991976395628,-201.2995416063756,-286.1797537682255,-366.27217394484586
991,-310.06998592921457,-563.9827333903836,-459.4368224837676,-340.623015388089,-704.6171150285243,-369.28857423969106,-534.1756779017383,-201.70182659408138,-288.8261784874649,-365.16834036586664
992,-311.0854020272964,-563.2045049655801,-462.8075512014981,-343.88792953625995,-706.6843171681624,-368.59082232443643,-531.4704107131134,-202.00471874393958,-291.00283556894937,-364.4302260049192
993,-311.34644997431394,-563.641915708293,-466.7668930092357,-347.2122826615529,-708.7986445664403,-368.2472656630538,-529.4322359553737,-202.37196780266405,-293.0838260203089,-364.1787674934324
994,-309.4080979905469,-563.2854764771265,-471.0650611029769,-350.26317759479554,-710.9808537451685,-367.6373251618768,-528.0714855475396,-202.68472281795104,-295.59050165448167,-363.3771074415932
995,-307.3404079616827,-563.6780235567699,-473.9173464115604,-353.2366052720107,-712.7162538621694,-366.296068197508,-526.2924513491632,-203.83531668867667,-298.65261307194146,-362.1932245569111
996,-304.6249002010469,-563.4285953188182,-475.71468068025547,-354.6743850781677,-713.798398792708,-365.40943230286257,-524.1989665129721,-205.33966595728504,-303.1682785166654,-361.044609496535
997,-303.0532403602836,-563.7280063999239,-478.5636834062789,-356.25317078497346,-716.5834236766354,-366.41285232916454,-523.3034265126055,-206.38090757585428,-307.34896123761695,-359.4973545108017
998,-303.1777638700173,-564.434451586907,-481.91892187163864,-357.7259928286783,-719.0866235862384,-367.20862438904715,-522.1196625060788,-206.72190373897647,-312.60840680728364,-357.88865273998795
999,-304.0570582832971,-564.9612097046027,-483.4080526529273,-358.07742037932115,-721.612385286146,-368.2378174978909,-520.3210570276979,-207.08013237447145,-316.3173412220358,-357.1215092058039
1000,-303.7475390271419,-564.7455663665648,-483.9083846567728,-358.55986257130996,-724.0234618223799,-368.8827810480006,-518.7471126453573,-207.58068702535908,-321.49771425588307,-355.1428597043784
1001,-303.3797123486429,-565.3239746854784,-484.54692418789926,-358.42094642526735,-725.778417108595,-369.2574782487397,-517.8223642797248,-207.97234201142186,-326.8587742281499,-355.0908508158128
1002,-302.09953791310505,-566.6228553064036,-486.07021036755066,-359.35186930616646,-727.1301637462461,-370.5286473891486,-516.9772086829539,-207.69867366064747,-331.27920724565865,-355.49520522725095
1003,-300.54421627059776,-567.1955491278071,-486.17379987206806,-359.34448805702675,-728.0257890006324,-372.3023477735145,-515.6749024336535,-206.5407182234348,-334.95245671225865,-356.3722599664459
1004,-299.33261075450145,-568.8926250645607,-485.1463108724864,-358.47172502336736,-727.9428685749604,-373.0432011382208,-514.0834468160976,-206.5800248968507,-337.55413261045453,-357.82097541396917
1005,-297.3406490949995,-569.7932770288513,-484.93855743788424,-356.9395462188868,-727.393124302896,-374.3416248237567,-513.8317058679604,-206.324768605315,-341.22598353952077,-360.40284935028376
1006,-295.8733373249653,-571.1027448614693,-484.0512419550016,-353.0263696404591,-725.1877191926235,-373.97670608546173,-513.434680023051,-206.88949480519108,-344.57740154518285,-363.423634795159
1007,-294.38685846853747,-572.2600381643939,-484.16572016850245,-348.3307766323642,-724.0631510861047,-373.9314615562817,-513.758361252086,-206.36430958496868,-347.5124282538709,-367.54050246359134
1008,-292.49288068787274,-572.6172396697744,-484.28586708368755,-344.48041097387795,-723.1228575238947,-373.48404681994884,-512.6040970258972,-207.331673737558,-349.6915043885697,-371.1985314913435
1009,-291.1671114602821,-572.1889865563752,-484.5997486662188,-340.2538895359151,-722.0796639141672,-371.95449869869066,-513.6385625520169,-207.57640612536846,-353.15077991567057,-375.6848495544333
1010,-290.38750387111617,-570.7732014293858,-484.10681984305273,-335.9799515222269,-721.4585688020142,-369.87422926772894,-513.1387201288218,-208.34531983124498,-356.4494020946873,-380.0002130527873
1011,-289.35697387512494,-571.5443839552436,-484.38345481096474,-330.10607295732166,-721.5041151027874,-367.2069955633307,-512.2493673289232,-207.81077965402082,-359.30529585034117,-384.98605700990663
1012,-290.51610472977166,-573.4830740412523,-485.2933203596439,-324.34753881802595,-721.2071611729464,-364.07883387599725,-512.0129395665657,-206.43166801390558,-361.4556290331339,-389.33507731849113
1013,-291.35100937164304,-575.3026445533018,-485.7198706282778,-319.70652822975535,-721.2965361214262,-362.65817332680757,-513.1334848961917,-204.67602937898494,-363.97176306604456,-393.4063931781698
1014,-291.899941606987,-577.9239274955582,-485.9768957045322,-314.11040911627845,-721.0444397125721,-360.3180035126247,-513.5148453157257,-204.6504527441029,-367.3056904922715,-397.26868114910917
1015,-293.20377972736276,-580.6374682367837,-485.40465984341915,-309.1643658408316,-719.5188654415726,-358.9355977710179,-515.2371068417854,-203.80315771114272,-370.206080141278,-401.89854410793896
1016,-295.2962713017834,-584.0092844490225,-484.143478899926,-305.4610942211393,-719.482617514172,-356.95810966214884,-516.1322491421447,-204.6172397365702,-372.9536908579119,-406.3353887907804
1017,-297.55911333974984,-586.5897544613821,-483.3674359853066,-301.9693354219899,-718.9363095067362,-354.8586214806689,-517.1211514392792,-206.1938052176224,-374.74879804340765,-410.8515851808861
1018,-300.07781652546043,-588.4663167127068,-483.6101196508855,-298.47977093418217,-718.0892719880569,-352.05192399999646,-517.3760613298394,-207.56401392586793,-375.7186807878337,-413.39098467422485
1019,-302.2950682316778,-589.9410623805392,-484.5701729708545,-296.61414838556544,-718.0942374667995,-349.045105551439,-518.377735015039,-210.04292458335115,-375.283278985835,-415.71453666206355
1020,-305.0677786249307,-591.5538224999756,-484.05194914919673,-295.4127201639192,-718.3887801746122,-345.84469599124515,-517.6274944042905,-211.2118293876632,-374.58514469934596,-417.75564841998323
1021,-307.1482822841701,-592.9857126970415,-484.1053758735627,-294.08712888029123,-718.0932633753724,-341.8520572661668,-516.8172834521883,-212.43152615114133,-373.09413843713116,-420.0912679366677
1022,-309.95109094004744,-595.5266823682107,-485.3016552050998,-293.1561381578904,-718.4967327249788,-337.2947471335569,-515.2327536943778,-213.07635263096756,-370.6773132444519,-422.90072671453385
1023,-311.6996742813782,-597.2664943559371,-488.327669556344,-291.7013276357039,-718.7156353168092,-333.4125794665418,-513.4443912809857,-213.43289841574753,-369.5376044152536,-425.60222916184165
1024,-312.81062659017687,-598.8243660594846,-490.3257784939122,-290.81113550620694,-719.0913945568241,-330.7331558383341,-512.068423911495,-213.913831733974,-367.0645200980651,-427.4413635983484
1025,-315.35455673897803,-600.2567323196238,-492.63506361798477,-289.74518298723814,-719.8030211192136,-329.1856263319448,-510.78665129354323,-215.5593555819739,-364.5291407063724,-429.0896389225844
1026,-317.8878950711075,-601.504634193987,-493.86717564261505,-287.83811559193936,-720.2396597842696,-329.09829847449373,-509.6068698069141,-217.33550981106242,-362.47445544376586,-431.3272213789107
1027,-321.23473556654045,-602.3993216654385,-497.41162761196495,-286.8718787687784,-720.8829916798298,-330.86845451941656,-509.06590389123676,-219.1108782936214,-359.85379151484995,-433.5858464522487
1028,-324.45920069713924,-603.4993491242649,-502.30742026835105,-285.97593002033705,-721.175152255388,-331.16668827444676,-507.4991931643839,-221.66637789531524,-356.44521144135234,-435.2412926343859
1029,-327.0268906757089,-603.3368654850086,-505.7025799870307,-284.6967928223185,-722.9074272044858,-332.27009155522995,-505.5288942095566,-224.83129087601677,-352.2136461809555,-436.9997383862262
1030,-327.8154505044212,-602.2591451439537,-510.17649416444937,-283.5046915911125,-723.3417521649642,-333.3602795975969,-504.1651890162209,-227.61658816508216,-350.8753963868491,-438.6898998453605
1031,-327.16166428534285,-601.2077574976702,-515.7648436628756,-281.87450073819133,-723.6659278551903,-334.84696216960975,-502.2951651635752,-229.96180001462176,-350.29941970933413,-441.54767108158
1032,-325.85874587107094,-601.0968478325851,-520.0375605772978,-281.0294133806781,-723.8301391322718,-336.6511095409418,-500.2952723967261,-231.23008591518197,-348.4427291139924,-443.2650884729298
1033,-324.7368341221983,-599.8127692217962,-524.8539216225258,-279.22189802662064,-723.3199033415551,-337.32525484659857,-497.20911128555446,-233.50846663276323,-346.99640671541243,-445.253215889251
1034,-322.7649872525796,-599.6885465331875,-530.2882518989601,-275.74815490505466,-721.9548685184593,-339.68396248635133,-493.7234161585754,-235.8596915933756,-345.22107337665676,-447.69785163656866
1035,-320.70517415062227,-599.6555840277097,-537.2628295290599,-273.28935002668004,-719.3534363666157,-341.444873663503,-490.38314235922394,-238.31282331440931,-344.80878851722224,-450.1461048524427
1036,-319.0133830136295,-599.8613637559223,-543.209511838793,-270.7444847392768,-716.0057656520108,-342.0140182633449,-485.4450031509432,-240.42017033997584,-345.55506108941097,-452.3363815084592
1037,-316.37311763241695,-600.0194941672355,-549.2908292354261,-268.7175453688086,-713.3980387999663,-342.9166215677625,-481.18806815763145,-240.93272851133727,-347.0812911402118,-454.71922720614447
1038,-313.2316649625313,-600.5357179650822,-553.8471269854517,-266.03750222779746,-710.6485357957939,-343.1052126027972,-476.56542986231705,-240.87537977653454,-349.1524943356096,-456.4469183112222
1039,-311.4675686442226,-601.0216841312999,-559.4234045700375,-261.9822605904469,-708.1993090897605,-342.743481866195,-472.62052006334477,-240.08039587998655,-353.3375481437296,-456.76712302432577
1040,-308.80145475703154,-602.3252425451387,-564.7422372689277,-258.0938753961882,-704.8973831687763,-341.9914959060035,-467.88592806872794,-238.94194443264487,-357.8753855793195,-456.3567511387979
1041,-306.3635777176893,-604.76428581878,-571.3807576614931,-252.73569042651923,-702.0168818903961,-340.4362325428218,-465.05662160737677,-236.8553741840284,-361.85320773215443,-456.26626695970947
1042,-304.85201986408686,-607.1132813560059,-576.4045534483582,-248.47920000927468,-698.5813318863222,-339.41131571885563,-463.00449418114437,-234.91866126752677,-366.5613791200328,-457.09532097966286
1043,-302.54199817752743,-609.3160174586721,-580.8147439276368,-244.1353106798773,-695.7484347574867,-338.58838979368295,-460.270387874239,-233.19869965717803,-371.0875028207337,-457.939064561668
1044,-299.64579153438257,-611.6813105991049,-584.6429364217788,-239.31615088363543,-693.7203439512982,-335.92347070688186,-457.0766423980823,-231.60761026312332,-375.1123871871718,-458.2301708859574
1045,-299.4275463284035,-613.3296579084483,-587.6740556594107,-236.39387704667112,-691.8530090691487,-334.309961526088,-453.9330401106487,-229.56515516338757,-379.00054197059825,-458.1232011111696
1046,-300.1776580559648,-615.54514533559,-591.1873273231404,-233.65531288638832,-691.5459044503365,-331.5508653007047,-450.44993936925806,-227.22930376248894,-381.9447787782422,-457.4590380260537
1047,-300.3749090591985,-616.4472483739327,-595.732422968342,-231.47876775309777,-690.8924739346297,-326.8913515364871,-447.05014596915026,-223.40027467826854,-384.5882394117356,-455.2450963827458
1048,-300.03189767522923,-618.1410107153878,-600.7622499774084,-229.8023314781664,-691.1329612944048,-322.57137618244303,-443.97857190283077,-219.86719627838613,-386.36246857014527,-452.385358640953
1049,-299.42437980308597,-619.6064617489452,-606.1435747370774,-229.36276694744305,-691.7863650229248,-318.5113561085614,-440.9352170522169,-217.04262926117724,-388.8222571538787,-449.39256167666525
1050,-298.99699370402294,-620.6444093156302,-610.6493777770398,-228.74622666703075,-692.8167225708181,-315.0358006574392,-437.2353893579835,-214.47009566521533,-391.0639385021902,-445.6430107074839
1051,-299.23405383705585,-623.2542753478896,-616.5558214160924,-226.6776417655796,-693.8373867730674,-310.7550720732438,-434.4286523598755,-212.57695433377646,-392.42844274848073,-442.1991330730587
1052,-299.61160530670213,-626.3075229664221,-622.4560438225141,-225.67993271475518,-696.9746074232182,-306.815962808537,-431.5357231147467,-210.82869259470152,-393.85560706533954,-439.2591737463412
1053,-298.9713853709442,-628.3191106203365,-627.8143597073109,-224.53737365837654,-699.5075728420633,-305.16256398797856,-429.5520680782235,-208.98961445395418,-396.26858206297845,-435.79580099539953
1054,-298.20812853715404,-629.6849543097496,-632.6114569934189,-223.56841097210201,-702.0598490847244,-304.0120641374811,-429.14196455363106,-207.60096260599133,-397.16930850140903,-432.2218769037132
1055,-297.2186401830898,-630.3479545969012,-637.7331579591064,-222.86781425729,-704.3334940561579,-300.91189635411723,-427.7322192711274,-206.20377872206697,-397.495308206017,-429.29886507374084
1056,-295.9118202875656,-630.2839654552732,-642.55794905116,-222.50904962632092,-707.0298447877192,-297.6578051060258,-426.4095850677525,-206.03323693500042,-397.901467497833,-426.3183674595266
1057,-294.71144862702477,-630.0485583175409,-647.3234383744829,-222.46844128310784,-709.7352041917605,-295.2185388621487,-425.9447043225474,-206.79945797963197,-396.91080204185096,-423.161100787466
1058,-293.45191806858554,-629.8412215827535,-650.7181628266006,-222.02884952952172,-712.8632810352087,-291.02788635051166,-423.3108473630924,-207.99044774264632,-395.5805883316153,-420.6141503022981
1059,-290.24351909660066,-628.4028946005959,-653.889473769448,-220.15799579178244,-715.7933216469263,-287.02708502299015,-421.60926385884164,-209.39279002743126,-394.5203795198097,-419.2231986824668
1060,-287.37448208753915,-626.6330976268846,-658.4233719679471,-218.79865931844034,-715.5678722686723,-283.44631278397645,-420.86208686319134,-210.572828784882,-396.41611401276214,-418.1033664188026
1061,-284.29746569039867,-625.593159770466,-662.9775999546929,-217.86874012251283,-716.69446607943,-280.0175103580767,-419.76947370507,-211.05823088700402,-397.2288779192502,-418.1737705188173
1062,-281.950016155514,-625.894042361669,-666.5008891661431,-217.56252469299326,-716.6952350391136,-276.96064918102445,-418.15673456892,-211.79925727098282,-397.4411251150143,-417.698368096709
1063,-279.5647891983734,-625.3955884155123,-671.6233847760307,-216.68062827517113,-716.0883137391713,-274.4314020959292,-417.3084168672426,-213.10167454151397,-397.5307947770792,-418.40488896722286
1064,-277.54907928660884,-625.5493310941878,-676.9892805081779,-216.13775002081206,-714.729042007087,-271.49315384450944,-417.49209584298836,-214.1584836730956,-397.5894558307314,-421.15609573293256
1065,-275.95100385231643,-625.4467938055886,-681.0574585788754,-216.45749309029966,-712.7272004466812,-267.86340737510346,-417.8543262812201,-214.91585614334608,-399.5850262650107,-423.97960393213486
1066,-273.31538097283226,-623.849526516306,-683.9791125445413,-216.2044579546691,-711.3559807169725,-264.3987610852916,-417.4464236385646,-214.57762865570942,-402.4780366411534,-428.63004986104653
1067,-270.13315729756994,-622.8116807888345,-686.9558724659682,-214.6010389849058,-710.3820574987529,-261.2390743622793,-418.12792073973344,-213.35433592697748,-404.9951273109774,-433.10347132667175
1068,-267.39547260218586,-621.5662338396181,-689.8622149875351,-213.55656313542113,-709.2413212587202,-256.85504815027264,-419.11168582727106,-213.08981190588523,-407.0328140053702,-437.1614822808103
1069,-264.4817701133783,-620.3839552745777,-694.8351705991018,-213.06834709068318,-707.0587033511309,-251.41456681110554,-418.95526685772563,-212.51260082966402,-409.38478316197586,-440.43591758704434
1070,-261.8382674803059,-619.1714698944774,-698.8486795119348,-214.1990320876619,-704.132525480861,-245.6615140933683,-418.773731832789,-213.32032960192163,-410.608483816125,-445.0948408098886
1071,-260.00643421610687,-616.6632483562925,-702.8079200373843,-214.10652363951633,-702.4537467496127,-239.88621554203212,-419.68544879351816,-212.03688350803168,-409.3280332474415,-450.2376421496892
1072,-259.835299884283,-615.1789838380031,-705.2388403161397,-214.6424156640205,-699.8658581740009,-235.75396330269777,-420.86655143473797,-211.24192282753623,-407.97162522067646,-455.4126487976048
1073,-260.24144802051563,-612.9357301589749,-708.7577129455908,-215.38662981785464,-696.8363814290119,-232.16459150682846,-421.78063592969573,-210.56481825695323,-405.3832698973975,-460.1638290761345
1074,-260.46413308489656,-611.9687747581053,-711.2669568946618,-216.31082682790108,-693.6488608344988,-230.61852666580108,-422.8380232820126,-210.28688979788672,-402.2321162323676,-464.29915891529197
1075,-261.81748368678194,-610.9809491871873,-712.6372029217317,-218.54929247759856,-690.2819383915636,-229.74813854984862,-424.38008838632726,-210.2521600604031,-398.7397920063875,-468.4653839572657
1076,-262.32175889285827,-609.5538066367184,-714.5208268688489,-222.28096801539743,-687.586926173134,-229.28329281531887,-425.80117237918154,-209.50430593561268,-394.09001392555285,-472.078629545972
1077,-262.6663378922185,-608.6313934793765,-715.9637853016794,-225.65403415298678,-685.260626754726,-228.96388163320927,-427.0722233156792,-209.4243198717307,-390.36740814328834,-475.76147340680575
1078,-262.6863101922694,-607.7789053867092,-715.7345444463215,-228.86512368273566,-683.4022147987728,-229.98617830042895,-429.5602609460786,-209.81353892711198,-385.35741742596304,-479.6909059405593
1079,-262.90772625432805,-606.5011911019019,-716.1213048267421,-231.2094578058519,-680.8345407044317,-231.22655845564455,-431.8347527803557,-209.85356789857104,-381.91534190539375,-483.11414661231703
1080,-263.5244298357586,-606.6850439266375,-715.8515697164001,-232.58375267122017,-678.7243254115232,-232.07463996372292,-432.0244222402904,-209.03434202257125,-378.7449308264598,-486.9646512777975
1081,-264.7692383273526,-606.5226231527528,-715.6872761808214,-233.09472595330897,-676.7641893544505,-233.19341910587264,-432.2899031555806,-208.4529742542016,-377.19345235419473,-490.7322590887571
1082,-264.5510387153551,-605.9417923532376,-714.1794641251951,-234.98338675725256,-675.7666486420268,-235.67715300318298,-432.3152632275899,-206.84843177834938,-375.86615590898367,-493.8533582430278
1083,-264.25654083326606,-606.0765884853873,-712.3051581313126,-236.88668440788905,-673.8207214375617,-238.28807873593888,-431.2320478615082,-205.5802220967013,-374.64188001525235,-497.2117205182647
1084,-263.4525054941089,-606.3004318342824,-710.412086385686,-239.0959699418588,-672.2162260689486,-240.2818125312741,-429.5795961467119,-204.2758642866881,-371.86418065194806,-501.08174155254255
1085,-261.76807590772205,-606.779983941201,-706.8037960763684,-240.79044899693946,-670.6366974006825,-241.7421076429939,-427.03338135144935,-204.48878783965014,-368.7416377660073,-504.44578158634044
1086,-259.86199542111075,-607.1249830819326,-703.2185836180769,-241.59936668177005,-668.257975409215,-244.95387491984826,-424.8930416177224,-206.7056924381901,-365.60212371997034,-507.31112888220264
1087,-256.97569521762784,-608.430401484037,-698.7324220874513,-243.10452570225502,-664.7132388966726,-248.33744031347769,-423.0541015290669,-209.8765192315439,-362.0506740046756,-510.61010910661435
1088,-253.7547491900735,-609.4126472766152,-695.1028759328431,-243.87238807079513,-661.9718570127545,-250.89483844298888,-419.5174415275269,-212.67379412427266,-359.31785024225826,-513.4034657001972
1089,-248.90684916194766,-609.132479932756,-692.9482288361731,-243.64744535451067,-658.2046039601446,-254.61235099043301,-416.4921597627866,-214.83682311031953,-357.2908142767885,-516.4293217931773
1090,-245.60257600569162,-608.3829091521345,-690.6241689487433,-243.45239937350277,-655.2927613525967,-257.3799526547648,-413.4137587732,-216.83014091253767,-356.1814040896761,-519.745271789773
1091,-242.1884480948107,-608.6616203588803,-688.234457122781,-243.7751067359605,-653.948326918269,-260.07845601221743,-410.05118429097706,-218.57731416984123,-355.6240869387529,-524.0063016726015
1092,-238.89309428580722,-608.7952606458939,-684.8884983849704,-243.04408550477888,-651.9600159111798,-262.20513063669694,-406.58058550140726,-219.4860928886992,-356.78341744075476,-528.0922533123808
1093,-236.03112556967733,-608.9352375208257,-683.0840164579528,-241.9766506034972,-649.9662231190555,-263.471381718288,-403.5425205765854,-220.30912114869992,-357.4386019292785,-533.5498575249717
1094,-233.37265372083738,-608.4125732003331,-681.8036742376222,-239.46788417372477,-649.1343349338299,-263.7859723392228,-399.3216410843979,-222.02964751931455,-358.85833053278634,-540.1697174078249
1095,-230.5953899538715,-607.0827673273775,-679.9633133063693,-236.43794675677728,-648.5461541641274,-265.1124690687439,-394.76765340851586,-223.52584994169885,-360.6018617935972,-546.4807783765065
1096,-227.38795405409738,-605.191767644015,-678.0881856978755,-234.0334564238863,-648.5104780922571,-264.2491618792126,-390.0470716796216,-223.21676237603046,-362.290296588268,-553.9195852737379
1097,-225.98468066960507,-603.4920435383489,-675.7605476915193,-231.9889882216699,-647.6921004757481,-262.12080202086173,-385.07452372066945,-223.2327313728132,-363.7233018618743,-560.6659961099151
1098,-224.3269003174219,-601.5219489619544,-674.464647059886,-231.23568694100524,-646.2447424579632,-258.9410750428777,-378.7268499634338,-223.84260382107536,-365.79310017063165,-566.1911293242695
1099,-222.95970463862707,-599.7135924754829,-672.0704913975713,-230.87199501199842,-645.5988885573379,-255.45479823601184,-372.04939313161174,-223.64450227170252,-366.91528373860314,-571.119399164579
1100,-223.0672708415354,-597.2211210494933,-669.2750161975691,-230.93920284688951,-644.973457144229,-252.9674798851392,-367.1019558813967,-224.699497913497,-366.41352374110227,-576.9458144184297
1101,-222.8194656678793,-594.9206317640347,-666.7201442448502,-230.0126969901371,-643.3743800071614,-250.65156081580062,-364.3051054964961,-224.31725932626884,-365.2336507465344,-582.200959112805
1102,-224.67192202259795,-593.4764948395249,-663.8326938918614,-229.29383129601908,-642.396203179235,-248.3542631068866,-361.5571530489936,-225.04703051608044,-364.4907027837972,-587.4194532517943
1103,-226.4675027292718,-590.9911654220257,-661.274006823527,-229.510640893087,-641.5900188114331,-245.75335088672898,-358.7616725928125,-224.98454114519487,-363.74828474183295,-592.9454024858202
1104,-229.06438217088544,-588.2502434039604,-657.6734912706139,-228.6570179925117,-641.7809754755608,-243.69261861241796,-356.08976695898707,-224.7991100111667,-361.6958621624718,-597.7694272616659
1105,-230.59073319606773,-585.3854592777699,-655.0151383378014,-229.09277108704742,-643.5581321005349,-239.80847953118604,-354.667403129534,-224.0974567005004,-360.05713001223415,-602.5303695089705
1106,-233.9784053992569,-582.7073072381235,-652.1648855000183,-228.78612445311842,-645.2531534343328,-235.99124789863782,-354.22051006797966,-222.64027567271182,-358.27106237279395,-607.0935410232596
